state_name,enhanced_fmap_pct,year,fmap_pct,fmap_multiplier
ohio,0.7255,2008,0.6079,1.5504
oklahoma,0.7697,2008,0.671,2.0395
oregon,0.726,2008,0.6086,1.5549
pennsylvania,0.6786,2008,0.5408,1.1777
puerto rico,0.65,2008,0.5,1.0
rhode island,0.6676,2008,0.5251,1.1057
south carolina,0.7885,2008,0.6979,2.3102
south dakota,0.7202,2008,0.6003,1.5019
tennessee,0.746,2008,0.6371,1.7556
texas,0.7237,2008,0.6053,1.5336
u.s. virgin islands,0.65,2008,0.5,1.0
utah,0.8014,2008,0.7163,2.5249
vermont,0.7132,2008,0.5903,1.4408
virginia,0.65,2008,0.5,1.0
washington,0.6606,2008,0.5152,1.0627
west virginia,0.8198,2008,0.7425,2.8835
wisconsin,0.7033,2008,0.5762,1.3596
wyoming,0.65,2008,0.5,1.0
alabama,0.7759,2009,0.7751,3.446420631
alaska,0.6537,2009,0.6112,1.572016461
american samoa,0.65,2009,0.5,1.0
arizona,0.7604,2009,0.7593,3.154549231
arkansas,0.8097,2009,0.8046,4.117707267
california,0.65,2009,0.6159,1.603488675
colorado,0.65,2009,0.6159,1.603488675
connecticut,0.65,2009,0.6159,1.603488675
delaware,0.65,2009,0.6159,1.603488675
district of columbia,0.79,2009,0.7929,3.828585225
florida,0.6878,2009,0.6764,2.090234858
georgia,0.7514,2009,0.7442,2.909304144
guam,0.65,2009,0.5,1.0
hawaii,0.6858,2009,0.6735,2.062787136
idaho,0.7884,2009,0.7918,3.803073967
illinois,0.6522,2009,0.6188,1.623294858
indiana,0.7498,2009,0.7421,2.877471888
iowa,0.7383,2009,0.7071,2.414134517
kansas,0.7206,2009,0.6941,2.269042171
kentucky,0.7909,2009,0.7941,3.856726566
louisiana,0.7992,2009,0.8075,4.194805195
maine,0.7509,2009,0.7435,2.898635478
maryland,0.65,2009,0.6159,1.603488675
massachusetts,0.65,2009,0.6159,1.603488675
michigan,0.7219,2009,0.7068,2.410641201
minnesota,0.65,2009,0.6159,1.603488675
mississippi,0.8309,2009,0.8424,5.345177665
missouri,0.7423,2009,0.7327,2.741114852
montana,0.7763,2009,0.7714,3.374453193
nebraska,0.7168,2009,0.6779,2.104625893
nevada,0.65,2009,0.6393,1.772387025
new hampshire,0.65,2009,0.6019,1.511931675
new jersey,0.65,2009,0.6159,1.603488675
new mexico,0.7962,2009,0.7944,3.86381323
new york,0.65,2009,0.6159,1.603488675
north carolina,0.7522,2009,0.7451,2.923107101
north dakota,0.7421,2009,0.6995,2.327787022
ohio,0.735,2009,0.7234,2.615328995
oklahoma,0.7613,2009,0.7583,3.137360364
oregon,0.7372,2009,0.7261,2.650967506
pennsylvania,0.6816,2009,0.6559,1.906131938
puerto rico,0.65,2009,0.5,1.0
rhode island,0.6681,2009,0.6389,1.769315979
south carolina,0.7905,2009,0.7936,3.84496124
south dakota,0.7379,2009,0.7064,2.40599455
tennessee,0.75,2009,0.7423,2.88048118
texas,0.7161,2009,0.6985,2.316749585
u.s. virgin islands,0.65,2009,0.5,1.0
utah,0.795,2009,0.7998,3.995004995
vermont,0.7162,2009,0.6996,2.328894807
virginia,0.65,2009,0.6159,1.603488675
washington,0.6566,2009,0.6294,1.698327037
west virginia,0.8161,2009,0.8305,4.899705015
wisconsin,0.7157,2009,0.6989,2.321155762
wyoming,0.65,2009,0.5878,1.426006793
alabama,0.7761,2010,0.7753,3.450378282
alaska,0.66,2010,0.6246,1.663825253
american samoa,0.65,2010,0.5,1.0
arizona,0.7603,2010,0.7593,3.154549231
arkansas,0.8095,2010,0.8118,4.313496281
california,0.65,2010,0.6159,1.603488675
colorado,0.65,2010,0.6159,1.603488675
connecticut,0.65,2010,0.6159,1.603488675
delaware,0.6515,2010,0.6178,1.616431188
district of columbia,0.79,2010,0.7929,3.828585225
florida,0.6849,2010,0.6764,2.090234858
georgia,0.7557,2010,0.7496,2.993610224
guam,0.65,2010,0.5,1.0
hawaii,0.6797,2010,0.6735,2.062787136
idaho,0.7858,2010,0.7918,3.803073967
illinois,0.6512,2010,0.6188,1.623294858
indiana,0.7615,2010,0.7569,3.113533525
iowa,0.7446,2010,0.7255,2.64298725
kansas,0.7227,2010,0.6968,2.298153034
kentucky,0.7967,2010,0.8014,4.035246727
louisiana,0.7733,2010,0.8148,4.399568035
maine,0.7549,2010,0.7486,2.977724741
maryland,0.65,2010,0.6159,1.603488675
massachusetts,0.65,2010,0.6159,1.603488675
michigan,0.7423,2010,0.7327,2.741114852
minnesota,0.65,2010,0.6159,1.603488675
mississippi,0.8297,2010,0.8486,5.605019815
missouri,0.7516,2010,0.7443,2.910833007
montana,0.7719,2010,0.7799,3.543389368
nebraska,0.7239,2010,0.6876,2.201024328
nevada,0.6511,2010,0.6393,1.772387025
new hampshire,0.65,2010,0.6159,1.603488675
new jersey,0.65,2010,0.6159,1.603488675
new mexico,0.7995,2010,0.8049,4.125576627
new york,0.65,2010,0.6159,1.603488675
north carolina,0.7559,2010,0.7498,2.996802558
north dakota,0.7411,2010,0.6995,2.327787022
ohio,0.7439,2010,0.7347,2.769317753
oklahoma,0.751,2010,0.7673,3.297378599
oregon,0.7392,2010,0.7287,2.685956506
pennsylvania,0.6837,2010,0.6585,1.928257687
puerto rico,0.65,2010,0.5,1.0
rhode island,0.6684,2010,0.6392,1.771618625
south carolina,0.7922,2010,0.7958,3.897159647
south dakota,0.739,2010,0.708,2.424657534
tennessee,0.759,2010,0.7537,3.060089322
texas,0.7111,2010,0.7094,2.441156228
u.s. virgin islands,0.65,2010,0.5,1.0
utah,0.8018,2010,0.8078,4.202913632
vermont,0.7111,2010,0.6996,2.328894807
virginia,0.65,2010,0.6159,1.603488675
washington,0.6508,2010,0.6294,1.698327037
west virginia,0.8183,2010,0.8305,4.899705015
wisconsin,0.7215,2010,0.7063,2.404834866
wyoming,0.65,2010,0.6159,1.603488675
alabama,0.7798,2011,0.6854,2.178639542
alaska,0.65,2011,0.5,1.0
american samoa,0.65,2011,0.5,1.0
arizona,0.761,2011,0.6585,1.928257687
arkansas,0.7996,2011,0.7137,2.492839679
california,0.65,2011,0.5,1.0
colorado,0.65,2011,0.5,1.0
connecticut,0.65,2011,0.5,1.0
delaware,0.6721,2011,0.5315,1.134471718
district of columbia,0.79,2011,0.7,2.333333333
florida,0.6882,2011,0.5545,1.244668911
georgia,0.7573,2011,0.6533,1.884338044
guam,0.65,2011,0.5,1.0
hawaii,0.6625,2011,0.5179,1.074258453
idaho,0.782,2011,0.6885,2.210272873
illinois,0.6514,2011,0.502,1.008032129
indiana,0.7656,2011,0.6652,1.986857826
iowa,0.7384,2011,0.6263,1.67594327
kansas,0.7134,2011,0.5905,1.442002442
kentucky,0.8004,2011,0.7149,2.507541214
louisiana,0.7453,2011,0.6361,1.748007694
maine,0.7466,2011,0.638,1.762430939
maryland,0.65,2011,0.5,1.0
massachusetts,0.65,2011,0.5,1.0
michigan,0.7605,2011,0.6579,1.923121894
minnesota,0.65,2011,0.5,1.0
mississippi,0.8231,2011,0.7473,2.957261575
missouri,0.743,2011,0.6329,1.724053391
montana,0.7677,2011,0.6681,2.01295571
nebraska,0.7091,2011,0.5844,1.406159769
nevada,0.6613,2011,0.5161,1.066542674
new hampshire,0.65,2011,0.5,1.0
new jersey,0.65,2011,0.5,1.0
new mexico,0.7885,2011,0.6978,2.309066843
new york,0.65,2011,0.5,1.0
north carolina,0.753,2011,0.6471,1.833663927
north dakota,0.7225,2011,0.6035,1.522068096
ohio,0.7458,2011,0.6369,1.754062242
oklahoma,0.7546,2011,0.6494,1.85225328
oregon,0.74,2011,0.6285,1.69179004
pennsylvania,0.6895,2011,0.5564,1.254283138
puerto rico,0.65,2011,0.5,1.0
rhode island,0.6708,2011,0.5297,1.12630236
south carolina,0.7903,2011,0.7004,2.337783712
south dakota,0.7288,2011,0.6125,1.580645161
tennessee,0.761,2011,0.6585,1.928257687
texas,0.7239,2011,0.6056,1.535496957
u.s. virgin islands,0.65,2011,0.5,1.0
utah,0.7979,2011,0.7113,2.463803256
vermont,0.711,2011,0.5871,1.421893921
virginia,0.65,2011,0.5,1.0
washington,0.65,2011,0.5,1.0
west virginia,0.8127,2011,0.7324,2.736920777
wisconsin,0.7211,2011,0.6016,1.510040161
wyoming,0.65,2011,0.5,1.0
alabama,0.7803,2012,0.6862,2.186743149
alaska,0.65,2012,0.5,1.0
american samoa,0.65,2012,0.5,1.0
arizona,0.7711,2012,0.673,2.058103976
arkansas,0.795,2012,0.7071,2.414134517
california,0.65,2012,0.5,1.0
colorado,0.65,2012,0.5,1.0
connecticut,0.65,2012,0.5,1.0
delaware,0.6792,2012,0.5417,1.181976871
district of columbia,0.79,2012,0.7,2.333333333
florida,0.6923,2012,0.5604,1.274795268
georgia,0.7631,2012,0.6616,1.955082742
guam,0.65,2012,0.5,1.0
hawaii,0.6534,2012,0.5048,1.019386107
idaho,0.7916,2012,0.7023,2.359086329
illinois,0.65,2012,0.5,1.0
indiana,0.7687,2012,0.6696,2.026634383
iowa,0.725,2012,0.6071,1.54517689
kansas,0.6984,2012,0.5691,1.320724066
kentucky,0.7983,2012,0.7118,2.46981263
louisiana,0.7276,2012,0.6109,1.57003341
maine,0.7429,2012,0.6327,1.722570106
maryland,0.65,2012,0.5,1.0
massachusetts,0.65,2012,0.5,1.0
michigan,0.763,2012,0.6614,1.953337271
minnesota,0.65,2012,0.5,1.0
mississippi,0.8193,2012,0.7418,2.872966692
missouri,0.7442,2012,0.6345,1.735978112
montana,0.7628,2012,0.6611,1.950722927
nebraska,0.6965,2012,0.5664,1.306273063
nevada,0.6934,2012,0.562,1.283105023
new hampshire,0.65,2012,0.5,1.0
new jersey,0.65,2012,0.5,1.0
new mexico,0.7855,2012,0.6936,2.263707572
new york,0.65,2012,0.5,1.0
north carolina,0.757,2012,0.6528,1.880184332
north dakota,0.6878,2012,0.554,1.242152466
ohio,0.7491,2012,0.6415,1.789400279
oklahoma,0.7472,2012,0.6388,1.76854928
oregon,0.7404,2012,0.6291,1.696144513
pennsylvania,0.6855,2012,0.5507,1.225684398
puerto rico,0.65,2012,0.5,1.0
rhode island,0.6648,2012,0.5212,1.08855472
south carolina,0.7917,2012,0.7024,2.360215054
south dakota,0.7139,2012,0.5913,1.446782481
tennessee,0.7645,2012,0.6636,1.972651605
texas,0.7075,2012,0.5822,1.393489708
u.s. virgin islands,0.65,2012,0.5,1.0
utah,0.7969,2012,0.7099,2.447087211
vermont,0.7031,2012,0.5758,1.357378595
virginia,0.65,2012,0.5,1.0
washington,0.65,2012,0.5,1.0
west virginia,0.8083,2012,0.7262,2.65230095
wisconsin,0.7237,2012,0.6053,1.5335698
wyoming,0.65,2012,0.5,1.0
alabama,0.7797,2013,0.6853,2.177629488
alaska,0.65,2013,0.5,1.0
american samoa,0.65,2013,0.5,1.0
arizona,0.7598,2013,0.6568,1.913752914
arkansas,0.7912,2013,0.7017,2.352329869
california,0.65,2013,0.5,1.0
colorado,0.65,2013,0.5,1.0
connecticut,0.65,2013,0.5,1.0
delaware,0.6897,2013,0.5567,1.255808707
district of columbia,0.79,2013,0.7,2.333333333
florida,0.7066,2013,0.5808,1.385496183
georgia,0.7589,2013,0.6556,1.903600465
guam,0.685,2013,0.55,1.222222222
hawaii,0.663,2013,0.5186,1.077274616
idaho,0.797,2013,0.71,2.448275862
illinois,0.65,2013,0.5,1.0
indiana,0.7701,2013,0.6716,2.045066991
iowa,0.7171,2013,0.5959,1.474634991
kansas,0.6956,2013,0.5651,1.299379168
kentucky,0.7939,2013,0.7055,2.395585739
louisiana,0.7287,2013,0.6124,1.57997936
maine,0.738,2013,0.6257,1.671653754
maryland,0.65,2013,0.5,1.0
massachusetts,0.65,2013,0.5,1.0
michigan,0.7647,2013,0.6639,1.975304969
minnesota,0.65,2013,0.5,1.0
mississippi,0.814,2013,0.7343,2.763643207
missouri,0.7296,2013,0.6137,1.588661662
montana,0.762,2013,0.66,1.941176471
nebraska,0.6903,2013,0.5576,1.26039783
nevada,0.7182,2013,0.5974,1.483854943
new hampshire,0.65,2013,0.5,1.0
new jersey,0.65,2013,0.5,1.0
new mexico,0.7835,2013,0.6907,2.233107016
new york,0.65,2013,0.5,1.0
north carolina,0.7586,2013,0.6551,1.899391128
north dakota,0.6659,2013,0.5227,1.095118374
ohio,0.7451,2013,0.6358,1.745744097
oklahoma,0.748,2013,0.64,1.777777778
oregon,0.7371,2013,0.6244,1.662406816
pennsylvania,0.68,2013,0.5428,1.187226597
puerto rico,0.685,2013,0.55,1.222222222
rhode island,0.6588,2013,0.5126,1.051702913
south carolina,0.793,2013,0.7043,2.381805884
south dakota,0.6933,2013,0.5619,1.282583885
tennessee,0.7629,2013,0.6613,1.952465309
texas,0.7151,2013,0.593,1.457002457
u.s. virgin islands,0.685,2013,0.55,1.222222222
utah,0.7873,2013,0.6961,2.290556104
vermont,0.6923,2013,0.5604,1.274795268
virginia,0.65,2013,0.5,1.0
washington,0.65,2013,0.5,1.0
west virginia,0.8043,2013,0.7204,2.576537911
wisconsin,0.7182,2013,0.5974,1.483854943
wyoming,0.65,2013,0.5,1.0
alabama,0.7768,2014,0.6812,2.136762861
alaska,0.65,2014,0.5,1.0
american samoa,0.685,2014,0.55,1.222222222
arizona,0.7706,2014,0.6723,2.051571559
arkansas,0.7907,2014,0.701,2.344481605
california,0.65,2014,0.5,1.0
colorado,0.65,2014,0.5,1.0
connecticut,0.65,2014,0.5,1.0
delaware,0.6872,2014,0.5531,1.237637055
district of columbia,0.79,2014,0.7,2.333333333
florida,0.7115,2014,0.5879,1.426595487
georgia,0.7615,2014,0.6593,1.935133549
guam,0.685,2014,0.55,1.222222222
hawaii,0.663,2014,0.5185,1.076843198
idaho,0.8015,2014,0.7164,2.526093089
illinois,0.65,2014,0.5,1.0
indiana,0.7684,2014,0.6692,2.022974607
iowa,0.7055,2014,0.5793,1.37699073
kansas,0.6984,2014,0.5691,1.320724066
kentucky,0.7888,2014,0.6983,2.314550878
louisiana,0.7269,2014,0.6098,1.562788314
maine,0.7309,2014,0.6155,1.600780234
maryland,0.65,2014,0.5,1.0
massachusetts,0.65,2014,0.5,1.0
michigan,0.7642,2014,0.6632,1.96912114
minnesota,0.65,2014,0.5,1.0
mississippi,0.8114,2014,0.7305,2.710575139
missouri,0.7342,2014,0.6203,1.633658151
montana,0.7643,2014,0.6633,1.97000297
nebraska,0.6832,2014,0.5474,1.209456474
nevada,0.7417,2014,0.631,1.7100271
new hampshire,0.65,2014,0.5,1.0
new jersey,0.65,2014,0.5,1.0
new mexico,0.7844,2014,0.692,2.246753247
new york,0.65,2014,0.5,1.0
north carolina,0.7605,2014,0.6578,1.92226768
north dakota,0.65,2014,0.5,1.0
northern mariana islands,0.685,2014,0.55,1.222222222
ohio,0.7411,2014,0.6302,1.704164413
oklahoma,0.7481,2014,0.6402,1.779321845
oregon,0.742,2014,0.6314,1.712967987
pennsylvania,0.6746,2014,0.5352,1.151462995
puerto rico,0.685,2014,0.55,1.222222222
rhode island,0.6508,2014,0.5011,1.004409701
south carolina,0.794,2014,0.7057,2.397893306
south dakota,0.6748,2014,0.5354,1.152389152
tennessee,0.757,2014,0.6529,1.881014117
texas,0.7108,2014,0.5869,1.420721375
u.s. virgin islands,0.685,2014,0.55,1.222222222
